姓名,手机,年龄
陈怡璇,13741643730,20
杨少芷,15662568999,27
宋燕玫,15604549010,22
吴佳仪,13746847386,29
林慧勇,15399359100,19
孙莉雯,13596379651,28
蔡竣强,18573031852,23
陈彦春,15881540471,21
张秉雯,15557267940,24
林君麟,15185640205,29
岑逸凡,13490355121,22
杨国玮,13995124830,29
张志贤,18724987446,24
张静怡,18929994748,20
汪依元,18732431721,29
杨淑卿,15574925700,26
李培丰,18568124775,28
谢雅婷,18899184206,22
黄玉其,15787240058,23
谢文纬,15797343634,18
林雅玲,13208001469,19
林良婷,15203228767,21
林淑君,13708617569,21
李韵如,13822678427,20
张华瑞,13959175867,28
黄冠秀,13273593020,25
钱弘淑,13336615323,20
金俊德,15528659127,22
张博均,13478895888,26
蔡怡芳,13390298462,28
陈家惠,15646547396,21
陈家玮,15279960961,21
李瑜一,18993552280,29
陈佳谦,13685673270,23
林佑霖,13277891746,19
苏冰中,15227847644,28
张博茜,15138450053,24
王其娇,13993847318,23
平哲孝,13400050816,21
林姿育,15268541016,18
郭怡菁,13249760850,28
鄂怡君,15342943488,29
李嘉劭,15950858082,23
张昆霖,18895168077,26
潘彦儒,15646403491,18
蔡佩绍,15370855711,28
刘郁婷,13836968466,25
赖宇蓉,13670783144,28
陈俊幸,15653512495,23
高蕙月,15746306174,22
王姵智,13873714962,25
王亭君,13408759900,23
郭雨儒,15860513874,20
陈子一,18614732858,21
林钰茜,15736351485,19
林冠良,15237517104,23
陈筱涵,13977334407,23
周玮伦,13872074140,18
宋志宏,13711525323,29
詹旻心,18876423939,26
李安霖,13228039199,27
林志欣,18990079689,19
张振宇,13710639321,28
唐仲全,13941759924,23
蔡明杰,15763916715,22
胡怡孜,18826018812,28
柳杰德,13127512192,18
林兰和,13772350815,24
陈嘉慧,18802347582,23
邱青燕,15331765571,18
陈育如,13455121239,25
李依婷,13441662933,22
江仲齐,15737164240,23
王友德,15580026966,28
许家荣,18588188634,22
王峻豪,15149694413,18
崔美玲,18722615182,18
张子娥,15781632033,29
陈明义,13516213406,19
林建平,13774320928,21
马晓宏,15744625040,25
蔡宛天,15394290258,28
林宜芳,13445900218,29
颜皇韵,13340640496,27
林欣怡,13292238277,24
钟佩璇,13593709454,25
张家一,18964284231,28
陈佳天,13326281854,20
潘怡萱,18591455961,19
吴佩芝,15866414450,24
黄家瑜,13141818478,29
林竣杰,13793295571,23
鲁宜静,18896863455,29
杨俊宏,18972014037,29
黄昆霖,18664528557,23
骆政翰,13282689372,29
陈盛丰,13168830408,28
黄琼美,13805789365,18
刘千意,15682133580,20
柳美珠,15535990880,21
谢建德,18517801786,27
李依爱,13337251752,25
陈武希,15285812022,20
陈雅文,13851137159,28
杨健豪,18862658740,27
傅慧君,15833648647,19
沈春翰,15873593269,24
刘彦伶,15850437321,18
张姿妤,13562302840,25
陈嘉惠,13293022469,28
施启岳,15667555393,25
周珮辉,15737322163,19
杨志宏,15579587104,20
谢淑珍,15592021203,23
柯贞定,15993960936,25
陈振豪,15724629695,23
彭翰南,13733466145,26
林慧勋,18834811214,27
陈世隆,13319103870,21
蔡政昆,13947241823,22
刘家和,15640398933,20
赖嘉文,13439432490,24
钱淑华,15132832796,20
袁可勋,18902017389,27
郭柏成,13356609489,22
吴初燕,15380201093,23
黄智瑶,13116190136,19
张家宁,15254643820,27
陈政霖,15942850288,20
张景翔,13456718274,19
张俊贤,13972700258,21
杨佑佩,15230116780,19
陈喜雯,15304308264,20
曾耀正,13440590812,21
王伟劭,18638226889,20
王俊琪,18646832621,27
蔡家惠,15566828424,28
李怡平,15186696285,20
赖雨帆,15530078784,24
林可怡,18671572005,23
林建月,15207823301,27
瞿孟修,13479543161,22
沈香泰,15710519218,26
杨怡均,18778635444,23
陈家幸,15117428620,24
张宜珊,13390006414,27
林力纬,15864988758,29
吴雅雯,15132745690,20
刘冠麟,13134445328,27
何梅平,13383424790,29
赖盈法,13297657780,22
孙洁睿,13306684614,20
李淑芬,13303040135,26
郭建宇,13518841335,22
郑嘉裕,18541114477,29
杨凯伦,15843128695,28
许玉梅,15795533867,19
陈俊翔,15357264108,18
吴政行,15958736705,23
陈雅云,15689355638,29
王江琇,15185403767,21
刘俊修,15178905635,25
陈彦睿,15151206202,19
林佩昆,18853403008,28
骆英杰,15682121815,29
许人茂,18925846958,23
颜民云,13887446910,29
彭瑞琪,13404737036,20
陈佳华,15240017350,22
刘佳宇,15524718893,24
陈玮玲,18737701438,19
经旭珍,18548802764,23
何思颖,18836922451,20
杨舒喜,15852710247,24
孙庭全,18771998790,23
王承颖,18967932515,24
陈必佩,13532188068,29
叶慧萍,18636393065,25
黄雅玲,15600273973,29
刘怡天,15790187006,26
周怡如,13570558106,18
陈喜宁,15672832089,27
林哲斌,13590296959,28
王伟智,15552162907,24
沈静珮,18699535028,25
刘慧萍,15543731817,26
魏淑媛,15278034065,25
周筱婷,15361305177,26
林彦政,18853163852,29
黄文圣,13246444602,20
牛玮伦,15215670002,19
黄宜婷,13282712440,24
蔡婉玲,13104370702,29
洪祯昌,15606940756,28
李珮珊,15397158858,18
林宜臻,15866078969,29
熊静怡,15347217253,22
杨可谕,13917516963,24
吴宛菱,13800950681,19
倪孟勋,13637806337,25
阮亦羽,18948838464,20
黄晓柏,13222779193,20
蔡靖意,13708396390,27
余初蓉,13361864123,19
黄宏旺,13320953423,18
柳采仲,13335522553,19
赵裕仁,15322332199,27
朱志铭,15291727106,22
郑雅婷,13475443034,21
陈珮如,13682047349,19
蔡哲琪,15251526047,23
吴姿纶,13547415010,23
吴宛康,15601518416,21
林旺瑜,13894243686,19
宋宛纶,13471308373,21
王圣纯,15777303109,21
杨扬倩,13659080080,18
黄凤良,15779820370,21
璩儒平,13460366026,27
吴宛雯,13912093811,28
张依湖,13190851349,19
方健铭,15320296485,24
连怡伶,15669498021,18
陈湘婷,13184675187,20
孙姵伟,13372143846,23
邱姿颖,18778604704,19
蔡敏蓁,13319184169,28
米于真,13932055972,19
赵东男,18642766440,21
李铭清,18607264955,20
余雅惠,15328005424,28
云豪一,15514279576,20
林敬佩,15142976734,19
李承恩,15298520844,20
黄国卿,13855195012,25
施柏青,18844970820,26
黄建彰,13325623052,29
洪嘉信,13141549684,27
林孟坤,13963446633,21
连豪皓,18563209448,27
赖俊华,13510696686,27
卢怡静,15898873388,18
陈丽毓,15836837617,21
张智霖,15646807869,22
杨真丰,15161410038,21
刘芸富,15642675970,25
何冠良,13462343125,28
陈允乔,13332570270,25
王嘉哲,15561851794,19
林奕雯,13905711664,21
王俊倩,15230650741,25
陈嘉文,15922556966,24
汪重豪,15817698383,20
陈怡芳,15884971213,18
许人升,18660254070,26
黄靖容,15971316602,25
魏嘉玲,15618598134,28
林婉易,18878215443,21
侯信云,13436883004,23
冯芳火,18546061089,25
林千星,13108302547,23
李筱婷,18551063467,26
张雅萍,18947467697,27
李群馨,13443650573,21
陈雅筑,15676281900,18
李采原,13272147296,18
许彦霖,13572104184,25
朱乔钰,15202017063,23
赵怡璇,15849217513,19
陈宗奇,15905317189,24
滕佩芬,15201260466,28
蔡昌东,13852681856,21
陈良容,15700459775,24
简懿慧,15551358467,23
蓝左亦,18823603221,21
邱忠翰,18934395959,19
段奇汉,15102599938,27
陈静绍,13603140072,18
张明修,18854636590,25
王雅松,15747577533,26
张钧珍,18670871448,21
黎德龙,13947750578,26
曹家豪,13960459677,23
陈怡芝,18837212411,28
童淑如,15177994640,20
刘奇勋,15870417648,29
陈映绿,13539294336,28
沈筠谕,15693105993,29
陈意桂,15363870904,27
巴丽珠,15535405661,20
冷原南,13672394842,23
郑忆玮,13726600349,24
朱裕珊,18578024274,26
张志豪,13727718998,24
邱懿薇,13455449081,25
吴琬婷,13574039403,25
林建纯,18577316939,18
张致宏,13361997054,18
孙佩璇,15231864608,25
吴毅娥,13402249939,21
王淑淑,15678900700,28
谢佩文,15641047618,19
林俊逸,15645430690,20
钱子轩,18791277526,27
杨嘉文,18931743184,22
黄财博,18988122263,29
曹天龙,18745924344,23
郑靖伯,13265451036,22
黄雅如,15370727369,27
林致兴,15138546797,28
卢合爱,15968972603,18
杜育儒,13229779247,21
刘家铭,13429284357,20
赖馨柔,15954017058,24
吴文欣,13235341292,27
詹瑜月,15369247485,20
谢宜恭,15726606700,22
蓝修容,13260913236,24
边怡芬,13323522861,23
林家庆,13682611974,21
涂礼臻,15315833795,26
潘上劭,13907112386,27
郭映源,15327236446,27
陈宇轩,15969373849,25
许嘉淳,18681541177,24
林威德,18512821388,21
李雅婷,18527880965,20
陈佳宏,15848722022,24
于嘉雯,13280250321,25
赵宁蓉,15355308457,20
黄嘉江,13260478154,18
李淑玲,15506149001,24
史常嘉,13239876888,25
简水虹,13393753965,18
潘佩蓉,15309918356,27
赖柏翔,15971747418,21
赵静玫,15590919967,22
冯晴凯,15759463943,23
陈致元,15870471336,19
张景昆,18875323982,26
林育星,13820965269,27
林骏心,13862606425,24
吴若仲,13540696465,24
周兰玟,18608156818,27
张璇圣,15559567309,23
戴静宜,13199995526,21
李颖芬,15556459035,20
林宜月,18936125474,20
陈廷华,13422481530,26
王淑郁,13356075209,20
陈俊荣,18879869878,22
吴爱毓,18843928686,21
赖皓茂,15277838873,26
张纬祯,13185527423,21
罗南扬,13907785087,29
陈建玟,13274582729,24
侯胜学,15979228008,21
李妙峰,18812393076,19
穆彦君,15268738273,20
杜威柔,13128523355,19
林家皓,13450565649,28
李佩康,13368979480,22
刘怡雨,15641117237,23
潘坚昀,13649515847,19
沈嘉玲,15602662480,23
杨恭乔,15702287955,28
王茹蓁,18942494240,28
许婉婷,13932971978,25
张惠忠,15291325317,29
杨冠廷,15282159198,23
叶彦博,15970403173,26
郑紫智,15714484368,29
刘丽雯,18901254724,29
蔡宁诚,18540564359,28
黄俊毓,15237743172,21
宋浩木,15926420673,29
陈上紫,15661230360,25
周芳富,13440874837,27
杨冠坤,15214225986,29
曾新阳,15181606299,20
苏奕翔,18939752047,27
廖凯英,18591026637,27
许雅娟,13763702067,23
李智杰,18891882655,20
赵于新,15364304409,22
王嘉惠,18512512068,22
李如睿,18796668759,18
李国琇,13101837646,23
庞佩璇,15321355109,28
陈珮瑜,15878948872,24
林哲佩,18823740839,21
陈辰瑶,15921819180,26
李俊宪,15204637725,26
刘希莲,13713378831,21
陈宜源,18752258329,26
吴泰恭,18987001763,28
张孝南,15223335306,29
陈嘉华,13228238861,18
陈志桦,18554836197,25
崔志颖,15884524902,21
唐雅萍,15186179031,21
张静怡,13908872607,28
王佩桦,15693573312,24
强兰义,15394350140,20
袁旻丰,13628776441,28
郑佩珊,15526775512,21
陈珮君,13829910769,24
连佳惟,18843982352,25
林静弘,13994637713,25
童诗婷,18532542277,26
王志卿,18602160322,25
倪品仲,13358451384,28
张明慧,13988513610,26
黄兆哲,18668377374,29
李骏元,18681540258,22
陈宗颖,15823936485,21
吴宜男,13240993429,21
李珮琪,13932411170,23
林文彦,18605799543,23
林文琪,13575909065,28
林宜花,13498580248,19
李文贞,15326344459,28
黄嘉惠,13541858428,18
黄国雪,15187872364,29
李怡杰,13366360101,23
陈伟人,13987817793,22
黄逸平,15534016524,26
赵琼名,15749361933,21
陈美平,18823005578,22
梁家豪,18631106784,18
许梦恩,13673746291,24
袁宗翰,15824644925,18
施秋萍,13700965659,24
张俊逸,15589654135,20
李志伯,13641949374,24
郭佑霖,13176825491,28
王俊生,15924378193,26
施韵如,13556154852,29
赵郁婷,13998176924,21
刘梦惟,15959343952,26
卢静宜,13280318437,28
黄国汉,15644640561,25
张俊宏,13830919354,24
张宜静,13735001654,26
刘育如,18932644450,28
谢雅慧,18778005785,24
丁顺其,15252391265,18
汪宗儒,18973091302,20
杨协琬,15691340983,23
甯国荣,15993703788,23
李淑真,15862281033,27
叶逸昆,18518185427,26
成春琇,15753072372,22
黄正湖,18844783116,19
林湘婷,15644522608,20
陈彦宇,15641425066,24
林吉意,13521880946,25
郑玲冰,18945442162,21
杨佩芬,13676624047,28
许智轩,13474753008,29
宋燕全,18950193322,23
郑俐雪,13984729760,21
陈仁豪,15786395787,27
林玉婷,13974895915,27
林胜杰,13246274375,18
蔡允荣,13712113995,19
张智法,18984919774,27
王彦翔,18682752145,24
邱世豪,18763123526,28
陈可欣,15591566503,28
萧钰婷,13528864507,24
胡雅惠,15348372187,20
谢佳蓉,13732581659,18
钱玫沛,13759044288,18
许秀玲,13294971410,29
李俊廷,13575949528,19
黄雅婷,15614594608,19
梁俊纬,13621830594,24
许家峰,15262965393,21
吴亚添,18890636894,21
吴佳奇,15219958365,28
李民学,13417265478,27
陈儒豪,18792700516,28
柳凯钧,18987437904,28
简泓茜,18977669923,29
林彦依,15307615927,18
李婉玲,13733573895,18
张建辉,13684034991,27
张婉尧,13961572052,27
邓怡菁,13580482870,28
蔡秋荣,18606771881,25
刘彦嘉,18663450672,24
倪贞仪,15206021984,21
林雅婷,13646028505,18
夏宗泉,13766296145,23
吴明念,15810114017,26
彭佳慧,13752302565,18
翁怡君,15516862180,25
钱琳慧,18633906215,26
孙凯婷,15630562749,25
沈轩齐,18590666078,27
万惠文,13859717416,18
陈婉如,13813381771,29
李佑芝,13480725090,18
赖凯元,15170489854,21
张家侑,15316214777,23
李琳正,18793589114,20
林雅惠,15293402771,19
张振群,13870878549,27
谢依强,15535489743,20
陈伟智,18705258442,23
周昱廷,13432111739,18
高勇岳,15201541326,18
陈秀娟,13875540268,25
蔡欣昆,13802839820,28
黄宗颖,13408478931,18
赖俊豪,15266893643,21
林家沛,13428838960,21
许彦博,13293007159,19
黄丽菱,15336024413,27
张育枝,18883090459,21
张怡君,18968607599,29
蔡宜蓁,13851435652,19
黄淑娟,15720466712,24
王荣原,15879230395,21
陈丽雯,13715105241,28
黄家铭,18589309732,19
黄珮甄,15890397366,19
杨俊杰,13810535125,23
王翰欣,15688426892,29
解梦祯,13334445700,28
黎朝祥,13738034920,20
林威任,15550044848,27
徐祯蓉,15394145573,23
杨建来,18632177978,20
王威睿,18613676343,27
刘慈人,13263523347,27
刘心怡,18707510768,21
张文汉,18634271786,22
陈圣杰,13499425535,19
张志平,15523169858,28
姜孟君,13207554057,26
郭雨全,13442884813,29
王任卿,18900932946,19
刘枝达,15113296392,21
淩建文,18568156830,21
姜璇玟,15702174363,26
吴惠君,13306498213,18
陈恩真,13950769603,20
扈云珠,13196670012,18
夏得星,15909847551,27
林志安,13574099041,20
陈佩桦,18758664568,27
韩建圣,13765381535,21
许兰泉,15671284226,18
李仕莹,15721611265,28
胡勇妤,15914921342,22
陈德娟,15830601033,28
王慧娟,15176248525,24
王慧玲,15329468321,19
胡木旺,13189202268,27
陈进诚,15506012681,28
陈莹美,15226845577,18
李宁宇,15679443182,27
陈克俐,15727579952,20
梁美惠,18508994770,21
黄千沛,13264952046,21
何欢欣,15198263413,23
罗淑卿,18694441831,28
王馨慧,15690973633,25
钮培伦,15513045901,29
赖家欣,18658889437,18
杨美玲,18989038031,27
林雅琪,13333781776,24
杨凯钧,13489731237,23
蔡明财,13749844947,24
姚馨良,13478843798,26
陈振侑,13659116608,19
刘力达,18959275617,22
黄蓉美,13826880079,23
陈昱真,15745193943,24
郭文杰,13221921476,26
林玮喜,15100042520,18
陈琪倩,13114902771,18
杨婉康,15130581025,22
李淑茜,15131344742,26
郭湘儒,13225773388,28
张立男,15270212002,18
吴莹惟,15993926326,28
王协筠,15120009267,28
宋俊彦,13189785819,27
童佩蓉,13212463219,28
陈正友,15902116481,20
陈俐君,15380630147,20
郑雅忠,18508796784,20
蓝思贤,13706629218,22
刘奕翔,13369457018,28
蔡佳慧,13754089619,24
郑芳瑜,13404041635,20
陈嘉秋,13437885757,20
林正发,15885680109,19
刘家豪,15805317439,24
汤雪秋,13292780109,23
黄俊豪,13820717185,26
邓伟琴,15645700403,20
陈冠威,13212222089,18
林玉生,18766321122,23
林家亦,15312856869,27
林欣祥,18502125054,24
黄成依,13630829042,27
萧英杰,18827505700,19
李柏毓,13809433244,27
刘毅雅,13874605560,28
许惠茹,15334962662,20
林祯珠,18836913286,22
黄嘉慧,13455008061,21
吴俊宏,13577945273,20
韩淑慧,18709244039,19
蓝玉婷,18884561186,25
郭育诚,13137616289,24
陈成萍,13439659267,22
林静沛,15578192998,25
竺雯添,18685716500,22
徐宇翔,18805909189,19
郭国荣,15544109205,26
赖钧意,13479015823,21
柳长兰,15538155717,27
赖怡伦,13802325528,21
李俊宏,15714005590,22
梁学军,13286634808,24
周雅婷,15283436326,22
李政哲,13222576840,29
冯筱婷,15108451249,28
黄峻伯,13310144489,24
杜俊维,13436756853,29
温家瑜,13489052626,22
黄柏钧,18750121536,23
张雅雯,13755205838,18
张旺启,15215337973,29
戴美玲,13590797408,20
杜筱涵,15754612005,27
林育宁,15318382061,19
吴俊玉,13282602321,26
林宜雅,13497859576,26
翁杰念,13749961426,27
洪仁杰,13341667028,27
黄婉诚,15734085679,21
王书昌,15326211889,22
林秋皓,13159261015,19
王佩蓉,13343412607,19
林淑琦,15166111928,27
骆秀美,15270256158,25
赵亦齐,18899234077,28
谢秋萍,13316018706,26
曹雅筑,18883567238,23
陈慧坚,13881284024,24
赖嘉鸿,13723718772,26
陈韦修,15389000232,21
许轩娥,13108683317,26
程玉婷,15992888399,27
钟涵靖,15717857928,20
吴美定,13947149770,27
林欣真,13620561435,22
翁彦宏,13615677137,20
蔡柏富,13479263420,28
袁志宏,15145792053,18
吴韵如,13490384274,22
林建安,15220980206,26
刘志豪,15320708442,27
陈曼东,15701941915,20
周怡君,18655540011,23
杜贤卿,15695172236,24
林慧珊,18921964228,20
张淑书,15959749612,29
张嘉儒,13694006384,29
陈怡侑,18685248143,29
涂幼玫,15776413399,22
赖贞岳,13331346561,22
赵月俐,18878473698,23
侯月来,18898535369,24
陈姿云,18555843655,22
胡冠儒,13344906554,24
张英杰,13531126743,25
梁婷婷,15589425999,26
陈凤珠,13371318380,19
黄仪学,15342471094,18
黄婉启,15137554052,28
洪志明,15884668502,20
陈正茹,18730456845,26
许惠彦,13495076310,23
李静璇,13308429559,24
童祯琪,15869647239,27
郑茂辉,13720073385,22
林轩豪,13593432667,19
陈昌政,15833902829,25
许智文,15150470788,28
朱信顺,13839079930,22
赖静刚,15263012109,24
吕均薇,15189307681,26
潘慧希,18692364303,29
钟文宏,13945254423,28
冯伶帆,13357798230,18
黄耀文,15902647866,26
邬建中,13236141040,19
钱家华,18933824214,28
刘雅婷,13954333329,18
谢可柔,13585952133,27
陈思容,13124676207,29
林雅雯,13413957224,23
吴辰念,15647624049,21
陈琬婷,13108547550,23
陈湖瑜,18922167995,23
吴惠茹,15793857414,24
林辛豪,15188718696,18
李诗来,15540778226,23
邱慈倩,15921877682,21
林瑞尧,15249213992,26
庞玉梅,13475088001,28
陈富友,13973159707,24
许宣哲,13265270294,28
许雅雪,15991115930,27
张志俐,15739624806,25
陈宏俐,15887197284,21
王怡伶,18965319302,22
蔡修梅,13115678820,26
郑佳玲,15353298519,18
王心怡,15335354491,22
王虹斌,15801650120,20
戴美君,15632415068,23
曾绿蕙,13486501854,23
陈秀绮,15242163369,22
杨孟伦,18875399337,26
郭玮婷,13554201655,18
毛伟智,13143226011,24
王嘉娥,15674239761,24
张书辰,15133615667,24
陈宥乐,18838232139,22
赖家宏,15979588809,26
谢欣颖,13294096088,24
朱景维,13360747254,20
林志玮,13236372167,19
黄淑辉,13886153221,28
倪兆昌,15803515550,20
刘映新,13936197842,21
林雅云,18829714690,28
刘玉麟,18716116579,21
陈秀娟,18924593715,20
李雅婷,18760423714,24
王玮玲,18812492966,25
程安珠,15207550936,19
连美惠,15278078478,28
李哲维,18922140768,27
赖如德,15670705887,21
陈秋萍,13978145135,20
叶姵筠,18586555974,24
施琇鸿,15387108676,25
林怡君,18794214889,18
林隆慧,18991421005,25
陈宁霖,18527892477,25
王彦卿,13758576374,27
林宗一,13509250694,26
李博仁,18946501663,29
郑诗婷,15360002325,25
陈秋如,15157679156,18
李建宇,15719257355,20
袁又珠,15509559103,26
蔡宜珍,15797459807,18
戴茜元,15639174227,20
石裕翔,18595197922,28
陈伦燕,13666953566,28
赖建君,13913049272,20
陈秀惟,13442640879,25
宋育维,15316599586,24
蔡嘉慧,15851445250,23
詹雅俐,18788355664,21
陈诗昌,13918533405,20
姜于羽,15319727780,20
潘智侑,13377522022,18
林玫勇,15709598606,22
柳湘旭,13669662744,26
陈馨青,18622990213,19
刘皓杰,18968158357,27
林嘉宜,15184251960,29
赖孟修,13668852651,27
郑劭豪,18562519214,18
许俊霖,15341792952,18
胡万旭,13843790112,21
林彦天,15572789773,20
陈薇雯,18605263652,29
陈政谕,13324178412,26
郑家荣,13451501575,26
曾伶妹,15768853601,26
陈重依,18518938983,27
王慧玲,13211911868,27
黄崇吉,18920678317,20
林宗雅,15701794578,18
吴承全,18884692599,28
李又如,15866621019,23
杨宏达,15296588776,21
瞿建宏,15252909306,22
李凯旺,13846478920,23
黄正云,13986365466,29
黄雅娟,13826228811,24
张家豪,13102604399,20
谢宏雯,15620803954,25
郭淑亦,13275325149,25
张爱定,15142230968,23
萧嘉玲,15947993038,23
陈怡婷,13661687134,25
陈韵仁,13672554351,18
陈惠群,15647359417,21
胡雅茹,13295006204,20
陈财元,18951461540,23
郭慧茹,18963877237,18
陈群意,13608583097,26
吴雅羽,15345547348,24
吴婕妤,18819078996,18
蔡家德,13965392176,22
李建纬,13813547200,21
李冠枝,15722802883,18
黄岳斌,15945581161,23
陈士昆,13666257919,20
李仕珮,15527046160,20
张任洁,13752164464,24
王峻汉,18631983004,20
李建彰,18803065829,26
李右人,15510846751,18
曾韦意,13516167349,25
林湘婷,13307269868,27
廖秋扬,15764032905,21
姜家生,13225135282,23
黄雅惠,13950125599,19
罗佩如,13880838673,25
黄世泉,15943204399,25
黄云韵,13793890686,22
张蓉添,13783946994,27
许尚裕,13659664421,23
陈志盛,13779260649,25
黄雅文,18526049752,18
黄浩蓉,13449241665,26
黄玉芳,15959985010,19
张淑慧,18698741840,21
涂佩珊,18899325570,18
杨志鸿,13437736396,23
沈淑媛,13970508183,26
林盈群,15560686006,21
林怡廷,15310047236,23
洪嘉盛,13862731661,29
梁淑芬,13608934744,25
陈正爱,13452325825,27
蓝晓山,13153859879,24
李志文,15207022011,18
陈怡均,13223725293,22
陈姵旺,13871107084,27
郭雅雯,13127607718,28
林淑幸,13125771836,18
吴怡秀,13621596617,27
吴秀菁,18653558159,25
刘雅婷,15314209077,23
吴建辉,15787241484,23
李曼贞,15809531398,21
王杰君,13745434375,19
黄育霖,15321850948,23
林淑惠,18742604193,18
陈秀兴,13151850833,23
林雅婷,18943165145,21
陈克莲,13327712790,29
赖宜君,15927616073,22
黄志祥,18559665451,20
黄慧海,15139793295,24
杨世豪,18580455987,18
林慧萍,13865228504,20
谢嘉法,18990637112,27
李惟瑄,18762499439,18
吴勇奇,18821889475,19
陈志成,13962365228,23
林志宣,15991518422,21
林冠帆,18664415662,23
张维伦,15102022404,18
张明杰,13207806309,24
谢欢玟,18800426457,23
何静宜,13422445835,19
徐宗倩,15167115892,28
金思妤,13528573408,20
陈信天,15690874530,26
刘凤淳,18685103965,25
廖志嘉,13604300713,21
吴梅惠,18780677038,24
霍雅其,18871700316,18
吴承翰,15951741374,27
吴珮梅,15999621201,26
谢淑芳,18845271646,28
倪怡如,13269128548,23
林秀正,13261426169,18
吴俊伟,18500045374,27
吴静怡,18944883716,18
吴美慧,15566044809,20
刘冠霖,18559690191,24
郑振萍,15211297553,19
甯梦妃,13141237388,26
刘淑芳,18829137206,25
张军柏,15140776954,24
林家佑,18863408629,20
张永喜,13134836592,26
王志文,15743829924,18
李安薇,15296605954,28
谢英杰,13861299309,26
傅光珠,13704783994,25
陈奕辰,18884270820,28
连易中,13669940190,29
林佳霖,15943072937,26
赖怡秋,13111753030,21
王家弘,13139682813,29
高新南,15946271890,21
黄雅亦,13158683442,26
许佩玲,15884237139,20
黄家昆,18998336044,23
黄琬雅,13316956967,19
陈富水,18698802746,24
洪嘉安,13587210944,26
王家铭,18753521821,25
吴淑枝,13684219858,29
张珍璇,13688722964,19
汪安宇,15280616578,29
陈胜泉,18676648800,24
彭百玉,15338327196,21
陈俊杰,15820981615,28
许尚伯,15966813444,25
魏盛韦,13222088551,27
黄智德,15726688084,24
屠国凤,13629056028,18
林孝定,13499461779,21
戴汉刚,15242796481,29
汪必雄,15788863345,26
朱芳仪,13982812567,26
张志良,15835376464,29
张凯琳,15232553399,29
陈信智,13636533770,29
陈若纶,13324051861,25
蓝惠婷,15348653503,25
简宝喜,18805190458,27
李宛玲,15365581429,22
吴宜翰,13183513585,25
胡俊贤,15756212329,22
洪名桦,13637824103,20
阎念坤,13309261714,24
孙宪淳,15637298889,18
许雅竹,18978447954,25
陈昱廷,18772379135,28
郑香琴,13136864954,18
柳惠萍,15181468991,20
仇妤欢,15717900391,24
林奕翔,18735065614,26
张淑芳,15117586505,19
朱智尧,15278827584,27
邱俊婷,15519959056,21
袁欣卿,18981396671,28
滕东育,18993721244,27
陈琬婷,13572621927,27
柯善坤,15291201329,20
陈璇春,15185890193,27
许宛欣,13124299170,25
王冠乐,15719773272,26
李亭钰,15345386926,18
魏俊宪,15668206165,19
李乔慧,15660377592,25
王金中,18966783154,28
吴志韦,18688866975,21
谢柏钧,15781666855,18
林宗帆,15985566196,19
韩意威,15130167975,28
蔡莉正,18762245806,24
姚初辉,13568645070,22
黄湘宁,18500687720,24
李怡婷,18631133252,26
王芳瑜,13346246097,27
陈初睿,15330644065,20
黄韵婷,13138167842,23
陆宝喜,15608820079,29
叶佩来,15276875953,21
卢火群,15764252307,23
张景贤,13293768341,27
王美芳,15365053249,25
陈玉秀,18587499508,26
李珮怡,18934876218,22
刘豪彦,15367534703,24
徐淑娟,13271732021,23
陈冠宇,18806549950,22
卢慧君,13216317668,20
陈俐盈,18625804062,18
林婉季,18820590582,27
黄彦政,15993389327,23
黄予纶,18985104027,21
车洁辛,18541695759,26
蔡晴璇,13844756861,24
王珮馨,15980827602,20
赵杰义,15870938434,18
蓝郁皓,18563290079,19
李佳颖,13959457546,21
黄丽政,18959587144,23
陈雯劭,18646344684,27
徐绮任,13450678998,22
陈韦毓,15888813301,23
蔡依茂,13157351128,29
彭竹升,13473452262,25
陈恩定,15588692234,22
陈宜静,13383910472,21
徐勇任,13297904780,23
王雅芳,18950304111,29
蔡宛臻,15839215642,19
陈政哲,13210320420,27
闵弘雅,18621228360,25
吴承玫,18956561056,29
潘怡菁,13208343023,20
杨雅博,18593315431,25
陈永德,15760918647,23
黄惠季,15608143744,23
王美瑄,18995928347,24
张展如,15319546888,20
陈奕裕,15869241418,20
蔡玟君,15963273826,21
杨人芬,15780011686,21
朱左峰,13167627414,21
黄士杰,13256550491,19
张幼桦,15851010085,19
张志玮,15753267293,19
李雨旺,13675287130,21
黄昱坤,13737799501,28
赵紫芳,18803049721,28
蔡静霖,15524733423,20
林瑜淳,15252191902,22
高义盈,18609124927,28
陈英杰,13857615585,20
蔡姵辛,13552599187,18
林玉平,15622747245,23
廖家喜,13167973008,27
张雅斌,15192707730,26
华佑佳,13196255992,26
王秀玲,13167718701,29
施婉菁,18787613195,26
陈素廷,13899088564,25
王嘉德,15725975678,27
杨玉春,15200332747,19
刘家祥,13188708985,22
郭怡伶,13565555480,25
胡士哲,13396401769,29
李育心,15277527647,28
林冠玟,13361919054,27
赖懿文,15317457760,21
吴韦宏,13935468241,21
林钧士,13937674890,26
许家芷,13236172597,29
李柏成,13554990023,24
游凯勇,13380602120,18
崔欣仪,13701111883,28
王怡桦,18705467065,19
林旺中,18760309921,24
刘建德,18735764321,22
蔡明德,18870485908,19
傅裕仁,18720124213,21
黄晓薇,15810403454,21
陈韦君,15832472157,19
陈怡康,13773643552,24
陈鸿圣,18576389205,28
